1.5m humi,1.5m temp,5cm earth,radio,all_product
96,16.9,22.5,3.19,2103.5
90,16.9,20.1,7.31,20094.8
82,17,18.7,5.34,4243
75,19.3,19.9,13.46,52
90,18.3,21,1.41,60
96,17.9,22.7,3.06,804.5
79,18.6,21.5,22.76,470
67,18.4,19.3,19.77,15234.6
65,18.8,20.6,,30
61,18,19.7,19.37,4005.6
84,17.5,20.6,7.89,85
83,18.6,21.8,18.6,496.75
78,17.4,20.3,,48
84,16.5,21.8,21.62,2731.8
89,15.9,19.7,19.63,11234.8
76,16.1,19.5,20.16,5067.2
76,18.4,19.6,13.58,8
86,17.6,21.4,20.73,1247.5
86,17.9,21.9,16.73,673.3
81,18.7,20.3,,48
91,17.2,20.1,16.3,13786.5
79,17.6,20.1,16.01,4270.4
83,19.6,20,13.62,70
79,18.7,20.9,13.71,30
88,18.6,21.4,14.42,1284.85
88,19.2,21.1,18.11,18946.7
84,20.2,22.4,16.32,2632.1
78,20.4,21.4,,50
75,19,21,14.37,3936
74,22.1,20.8,13.65,44
91,20,22.4,11.91,1217
75,22,22,,50
84,21.8,23.2,14.55,1702.6
87,19.4,21.4,16.09,16485.4
73,20.1,21.6,11.12,3418.4
68,22.7,21.2,13.36,24
86,22,23,18.11,763.5
89,23.3,24.3,13.23,2805.7
88,20.4,22.1,20.14,14999.5
76,21.8,22.9,,80
78,19.9,22,13.74,3330.5
79,22.8,22.4,13.63,40
89,23.2,23.9,13.77,1073.6
80,20.9,22.4,,84.5
90,22.2,24.5,14.74,1924.8
83,17.8,21.2,23.22,17129.8
76,18.1,20.9,18.4,3258.4
82,21,21.6,13.6,198
86,20.5,23.4,17.9,38
85,21.5,23.4,18.21,965.85
89,21,22.7,,109.5
99,19.9,23.4,1.54,2225
89,19.2,21.1,,14874.1
90,22.2,23.8,5.67,72
80,19.1,21.4,,4312.4
86,22,21.5,,159
95,21,23,,1103.25
92,21.1,22,,209
96,21.1,22.2,2.48,2327.7
99,20,21.3,4.28,8757.2
98,20.9,22.8,1.63,43.7
85,20.2,20.9,4.4,3715.1
94,21.9,21.5,13.8,306
100,20.8,23.2,1.82,975.5
80,22.9,22.9,,115.5
89,21.2,22.9,14.78,2780.9
94,20,21,8.96,10044.9
80,20.6,20.7,10.49,4369.7
85,22.8,21.6,13.68,88
92,22.4,23.9,15.83,800
88,21.8,23.3,17.69,2700.6
91,19.7,21.4,18.54,8285.6
88,20.5,22.7,16.06,38.8
81,20,20.7,15.82,3434.6
88,21.9,22,13.63,76
88,21,23.2,,16
82,22.5,22.5,15.89,140
91,22.2,24.3,17.33,1235
82,17.8,21.8,,98.5
88,17.5,22.7,7.13,3694.4
84,16.7,20.2,5.01,9882.8
78,19.8,22.8,11.16,20
77,15.9,18.4,2.5,3928.6
79,19.5,22.1,9.57,210
91,18.7,23.6,9.1,1400.75
96,15.4,19.9,,186
91,16.5,21,2.76,4345.6
99,13.4,18,4.01,13679.2
94,14.5,19.4,5.23,31
93,12.9,15.8,2.28,5250
97,14.8,17.9,13.8,190
99,16.1,21.8,3.22,751
82,15.1,20.2,16.98,3186.5
74,14.4,19.1,,267.5
72,13.4,17.8,21.8,11636.6
76,15.3,19.4,15.38,20
69,12.5,15.3,16.18,4804.5
81,15.1,21.2,16.19,1200.25
,,,,114
,,,21.03,3252.7
,,,,4348
,,,,3532.8
,,,,164
,,,,811.5
80,14.5,17.6,,216.5
76,14.1,18.6,18.38,2386.4
92,11.5,15.6,10.34,15625.1
85,13.6,17.5,13.36,10
80,11.8,13.8,7.52,4218.5
80,14.9,16.2,13.7,86
80,14.8,19,12.41,1270.25
73,18.1,18.9,,270.5
80,16.7,19.6,18.54,3095.1
73,16.2,17.1,22.12,2449.4
70,16.1,15.8,16.49,3105.4
75,18.8,17.9,13.61,218
68,18.5,19.2,14.76,245
75,18,20,16.17,814.5
59,18,18.8,,373
81,16.2,20,19.45,2659.8
56,16.1,17,15.15,11092
61,15.3,15.2,14.24,4483.4
64,18.4,17.6,13.61,36
67,19.4,20.3,17.95,754.85
68,14.7,17.5,,365
88,13.1,18.7,16.39,4316.8
77,13.2,16.5,16.9,3937.2
74,11.3,14.5,15.63,6629.7
72,14.5,16.5,13.28,159
83,14.5,19,14.64,813
69,12.5,16.2,,152.5
86,11.8,17.5,11.85,4183.1
60,13.8,16,18.34,5559.1
67,12.6,14.2,14.72,3346.2
75,13.2,15.5,13.24,72
86,12.3,17.8,16.7,1714
77,13.7,16.5,,166
86,13.5,17.9,17.29,4747.1
86,11.7,16.5,13.92,80
82,11.1,15.1,,3044.9
78,10.2,13.5,,3006.2
80,14.1,15.6,,68
87,13.7,18,,858.1
74,14.3,16.8,,98.8
88,13.1,17.6,9.52,3535.1
75,13.2,15.5,17.78,3316.4
71,13,14.5,12.73,4056.6
80,14.6,15.8,13.65,176
86,14,17.9,10.18,610.5
74,15.7,17,,80
92,14.6,17.5,7.51,3824.3
89,13.6,16.1,3.39,40
77,14,15.5,15.44,1880
71,14.7,14.9,11.98,3393.2
76,16.4,15.9,13.54,420
84,15.8,18,9.93,876
80,15.5,17.1,,62
86,16,18.7,17.08,4502.5
85,15.7,17.9,14.44,50
76,14,16.1,,3016.6
73,13.5,15,,4322.7
85,16,16.4,,56
88,16,18.8,,1077
77,15.5,16.7,,134
84,13.9,18.2,18.07,8150.1
84,13.6,17,13.55,75
76,14,15.7,18.94,1550.9
76,13.2,14.5,13.43,4467.6
81,16.1,16.3,13.63,240
80,15.2,18,16.41,1167.25
70,16.6,17.1,,36
84,15.5,18.1,16.43,4048
75,14.8,16.1,18.31,2879.8
70,15.4,15.4,13.07,4107.4
78,16.6,16.5,13.64,56
79,16.4,17.9,16.35,756.5
68,16.7,17,,69
85,16,18.6,7,4214.4
89,13.5,16.6,5.98,50
75,14.5,15.7,12.4,593.2
73,14.6,15.1,8.3,4041.2
73,17,16.1,13.73,349
84,16.6,17.9,4.43,1149.5
57,17.9,17.4,,40
87,15.2,18.2,12.89,4294.5
76,16.5,17.5,10.63,30
69,15.8,16.4,13.62,2522
66,15.1,15.1,10.12,3534.8
75,18.2,18.9,13.98,1207.85
62,16.9,17.3,,89
81,15.9,18.2,13.99,3984
80,15.8,17.8,13.5,135
70,15,16.2,16.87,1660
62,15.6,15.3,12.83,3113
72,16.6,16.9,13.66,249
78,17.1,18.5,13.16,674
71,12.7,17.5,12.6,3315.2
61,13.6,16.8,14.99,100
72,9.1,14.7,17.26,3325.5
70,7.9,13.4,10.18,5015.3
75,9.8,15.2,13.64,4
61,14.6,17.3,12.88,50
76,12.3,17.9,14.15,774.25
84,9.9,15,16.04,3570.4
82,8.8,14.1,14.13,72.8
77,9.3,12.8,14.63,572.3
77,9.6,11.2,10.43,3745.3
79,12.4,13.6,13.65,250
74,12.5,13.9,,10
,,,,830.25
81,12,15.7,15.04,2966.3
77,11.3,14.3,12.29,170
70,11.5,13.9,15.82,5883.9
81,12.1,14.8,,10
,,,,3348.2
80,14.2,15.8,13,616.5
80,9.8,15.1,16.66,3299.1
72,7.8,11.8,20.23,318
79,10,13.3,,46
73,7.3,9.7,14.29,2875.2
79,10.3,12.7,13.63,130
81,10.4,14.6,14.65,847.85
83,10.6,14.6,16.12,3784.9
79,10.8,13.4,14.69,20
82,10.8,12.3,15.41,3853.6
77,13,11.8,9.04,3757.4
86,13.4,13.7,,10
86,14.1,13.4,13.68,100
68,13.9,14.8,12.35,100
84,12.7,14.5,14.39,1680
85,13.2,15.5,14.67,3822.3
81,12.5,14.3,13.82,84
79,12.5,14,15.82,1239
76,11.2,13.1,12.73,2388.8
76,14.3,15,13.65,114
81,14.4,16,12.66,872
79,12,13.6,,139.5
83,12.9,15.5,12.77,2778
86,10.3,12.9,9.78,2966.4
77,10.1,11.4,8.51,2711
84,13.5,15.3,10.38,843.5
84,12.4,15.2,13.1,3619.2
81,11.5,15.1,14.35,90
73,9.9,12.4,19.93,150
73,8.9,11.1,13.31,2234.8
78,14.3,15.6,9.24,60
85,12.3,14.9,10.92,963.35
88,11.9,15.7,14.4,3172.2
85,9.3,13.6,13,115
77,8.8,11.6,15.68,2186.7
80,10.5,13.4,,10
74,7.9,10.1,11.28,2831.4
87,10.8,14.4,12.16,426
85,10.2,15,14.62,2737.2
78,8.1,11.1,12.04,241
78,10.1,12.7,,37
75,7.6,9.5,11.1,2148.6
84,10.3,12.2,13.29,70
84,10.4,13.7,12.84,818.75
84,9.5,14.5,11.7,2958.2
71,9.7,12.9,12.91,100
61,7.7,10.8,19.21,3060.2
64,5.1,8.5,12.57,2895.9
65,8.7,12.5,,230
83,9.6,14.1,10.87,1427.5
75,5.9,13.1,15.94,3324.8
76,5.5,11.4,13.91,100
60,4.2,9,19.6,89
64,5.5,10.4,,31
59,2.7,6.3,12.77,2862.7
73,6,11.8,13.76,1062.25
74,6.6,11.9,15.32,4696.3
75,5.7,10.4,13.4,137
62,5.6,8.6,19.29,2169.8
59,5.1,6.8,12.34,2833.3
67,7.7,10.3,,55.5
75,7.3,11.1,13.13,713
81,11.3,12.2,,4
88,11,12.9,9.99,4096
82,9,10.3,,18
77,9.2,9.7,,896
90,10.8,12.9,,609
83,8.5,12.8,13.93,4408.3
88,7.4,11,10.09,100
86,5.8,9.2,9.23,996.7
83,9.1,11.2,,24
85,4.6,7.7,7.82,1346
85,8.3,11.8,11.07,911.75
84,8.4,10.6,,80.5
85,8.6,11.8,4.66,4027.7
85,7.7,10.6,3.79,120
80,3.9,5.7,1.96,2001.4
89,8.5,11.1,3.01,938.25
67,4.5,11.2,15.04,4531.9
52,2.8,8.7,14.36,70
33,0.1,5.8,,206.2
48,-1.4,3,,1376.4
52,3.1,9.4,,16
61,3.7,10.1,,1054
82,6,9.8,13.71,5141.5
70,4.5,7.6,11.42,60
86,3.9,4.2,3.88,1083
77,11,9.9,,16
73,7.7,10.3,10.16,20
73,9.1,8.7,5.55,1167
86,10.2,11.2,11.41,4158
90,9,10.3,9.59,80
88,4.6,7.3,10.18,641.1
79,4.3,5.9,10.2,1100.5
84,12.2,11,9.25,1332
74,9.5,13.3,5.95,5796.7
66,8.8,10.4,5.55,80
57,3.2,5.9,10.59,550
,,,,60
79,8.4,11.7,4.69,415.85
70,5.5,10.5,8.42,3793.5
58,3.9,7.9,12.97,70
74,2.2,8.1,,97
46,-1.3,1.9,11.22,793.4
59,6.9,10.3,6.75,70
78,3.9,9.1,8,798.5
63,1.2,6.9,,108
74,2.7,9.1,14.1,5167.8
66,1.4,6.4,13.29,60
69,-2.8,0.8,11.57,591
63,2.1,7,12.25,123.75
49,4.6,6.2,,24
67,5.7,8.3,12.75,3829.6
68,3,6.1,11.04,60
74,-0.3,0.9,6.79,383.8
56,4.8,4.8,13.72,16
64,4.6,6.2,8.94,1035.85
54,9.2,8.1,,56
78,10.1,10.2,11.45,4785.6
79,7.2,7.8,11.74,60
66,4.3,3.1,10.51,224
77,10.6,10,9.47,190
66,9.2,8.1,11.43,950.5
79,10.7,9.2,,40
79,11.7,11.1,12.91,2755.5
89,8.5,9,9.5,57
76,6,5.6,13.32,30
76,5.8,4.4,7.5,108
76,11.6,9,10.81,789.5
71,2.5,8.3,,26
69,4.9,11.2,5.63,4781.4
75,1.5,4.1,,240
58,7.1,11.4,4.2,270
72,4.1,8.9,,446.5
71,7.2,7.9,,46
83,6.5,9.6,9.39,3889.6
78,7.6,10,9.39,230
76,4.6,4.5,8.96,166
78,7.4,8.3,10.87,1030
68,7.1,10.3,7.21,4252.7
76,5.7,9,7.04,80
59,4.4,8.1,,20
69,1,3.7,,48
64,6.4,9,,215.85
78,4,8.9,12.16,3484.8
81,3.7,8.1,7.19,48
75,1.7,3,8.67,440.5
70,4.6,6.9,10.41,853
69,1.9,8,13.67,3282.3
72,-1.3,1.8,10.49,100
75,1.7,5.5,11.56,731
67,5.3,7.3,12.11,2658
65,1.4,1.9,8.26,50
66,4.5,5.3,9.88,803
70,5.1,8.1,6.7,2458.6
67,4.4,6.9,9.62,750.5
96,0.8,5.2,,62
80,3.1,7.5,8.6,3270.9
66,2.7,5,8.85,150
63,-2.2,-0.1,8.22,176
73,4.1,7.5,6.55,50
77,3.1,6.1,7.72,651
81,2.7,6.9,11.48,2635
65,4.5,5.7,10.89,110
80,4.2,6,,40
77,4.2,5.8,,425.5
79,0.4,6,12.36,2568.4
51,1.2,4,10.98,150
52,-0.8,4.5,,30
37,-5.6,-0.9,,144
65,2.9,6.4,8.89,295
56,1.3,4.9,,1235.5
56,-3,4.3,13,2806.7
56,-3,2.4,,645.35
74,-0.8,3.4,12.47,3884.9
81,-4.4,-1.6,5.68,150
49,3.4,4.2,8.9,90
70,1,2.5,9.11,857.5
84,1.1,4.4,9.83,3571.8
76,3.8,3.1,,1334.88
87,5.7,5.6,8.99,3392.6
89,8.4,6.3,,20
85,7.1,4.7,4.22,458.5
79,6.5,6.7,2.57,2338.4
76,7.4,7.2,6,60
77,6.5,5.1,5.3,403.85
61,2.8,6.1,7.94,1601
59,0.8,4.8,,40
60,1.9,3.9,,667.5
71,-0.2,4.6,6.68,2345.9
65,0.1,2.5,9.3,591
74,2.5,4.9,6.94,2092.7
74,2.5,3.3,13.68,200
64,3.9,3.5,9.69,1026.75
81,7,6.6,4.9,2087.4
84,4.1,3.8,8.55,70
81,6.8,7.1,6.26,30
75,8.8,5.5,7.86,559.25
91,7.9,7.1,0.87,1815.2
86,6.2,4.8,3.66,60
86,8.9,6.6,1.18,817
71,4.6,7.2,5.57,1760.2
75,4.4,5.1,9.13,50
66,6.2,7.9,8.2,10
77,3.5,5.4,7.57,286.5
63,1.8,5.8,9.91,2009.2
60,1.9,3.7,10.02,67
66,0.9,3.7,,180
78,0.7,4.8,5.71,1750.1
66,3.3,5.4,5.36,10
73,1.1,3.7,6.64,438.9
87,-1.6,4.1,5.15,1481.4
81,-0.3,2.6,,833
79,3.2,4.6,8.06,2129.3
71,5.2,5.2,5.78,30
,,,,694.38
77,1.6,4.8,11.48,1665.8
73,2.1,3.3,9.35,851
65,3.9,4.5,11.54,1205.8
60,6.1,5.4,6.69,70
79,4,5.5,2.78,1002.9
72,3.3,4.3,,10
75,3.9,4,1.89,1184
66,1.7,4.9,9.26,1126
59,2.7,5.4,7.23,70
64,0.4,2.7,9.09,203
77,-0.5,3.9,11.89,1287.3
72,-0.1,1.6,,263
85,6.4,6,4.05,1190.3
84,7.5,6.5,3.74,150
83,4.8,4.7,2.68,500.5
58,-2.7,4.1,13.26,1843.1
54,-3.2,2,10.46,70
85,-0.1,1.2,6.25,2174.55
82,1.4,3.2,10.83,1801.5
81,0.6,2.9,,20
66,5,4.2,7.52,70
84,1.4,2.1,6.98,1204
84,0.3,3.2,10.89,1009.6
81,0.1,2.4,,30
59,-1.7,-0.1,16.97,10
88,-0.1,1.8,7.13,734.6
87,6.7,4.4,1.68,2724
86,3.3,3,,30
86,6.7,5.2,0.68,110
93,4.8,2.4,1.16,394
96,12.1,7.1,1.45,1478.7
97,10.3,6,0.59,650
81,4.7,7.5,1.17,1267.8
76,5.9,7.5,0.93,87
92,4.7,6.1,0.88,880.25
68,3.2,5.7,10.21,1274.5
65,2.5,3.4,9.95,240
74,2.1,4.1,8.93,1100.25
80,0.3,4.4,12.54,1960.7
80,-0.6,1.7,10.61,130
66,3.2,4.8,8.27,60
80,0.1,2.3,9.46,831.25
75,2.1,4.1,10.35,1635.7
72,2,2.5,8.88,884.5
69,1.5,4.3,7.74,2687.2
64,2.9,4.4,6.33,48
64,1.4,3.3,7.38,547.5
74,0.7,3.9,9.22,1336.2
63,1.1,2.7,8.71,377.5
78,-1.2,3.2,11.01,833.1
62,1.9,3.6,8.48,100
68,0.1,2.3,10.49,738.5
65,1.2,3.3,11.74,880.4
59,0.3,1.8,10.03,593.35
60,1.7,3.9,10.98,558.6
44,3.7,4.3,7.15,162
59,0.1,2,9.03,760
75,-0.9,3.1,13.66,704.5
76,-0.4,1.3,11.73,1488.1
72,2.1,3.2,10.13,1010.8
62,4.1,3.9,8.84,330
72,2.4,2.2,7.91,1327
60,1.4,3.3,14.43,678.5
56,-0.7,1.3,,10
59,0.1,1.4,12.21,640
88,3.9,3.9,2.01,561.3
88,5.4,4.4,0.56,398
74,2.6,1.8,1.84,919
89,8.4,6.3,4.06,-2
64,6.7,4.4,,575.55
64,7.8,6.6,8.76,165
78,6.7,5.5,7.25,284
90,5.9,7.6,4.71,145.6
77,6.1,6,,699.35
84,4.3,7.1,11.02,28
85,3.9,5.2,9.49,609.5
82,2.4,6.2,8.72,56
71,4.4,6.2,7.31,60
84,2.3,4.6,11.42,443.35
85,1,4.8,9.68,162.9
85,1.9,3.5,7.14,224
79,0,4.5,12.28,553.7
66,3.3,5.1,10.14,150
68,1.2,3.4,11.42,303.5
71,-0.6,3.8,16.01,310.5
70,-0.7,2.1,,30
66,0,2.3,14.37,180
58,-1.3,3.4,16.87,204.7
47,-5.1,1.5,,20
46,-0.2,3.8,12.19,86
56,-3.1,2.3,14.78,80
53,-3,2.4,12.99,315.2
49,-5.7,0.5,,10
51,-4.6,0.4,12.09,340
61,0.3,2.6,12.92,319.5
67,-1.3,0.7,,30
45,2.8,3.4,10.26,211.5
59,-0.9,0.6,12.34,294
66,1.6,3.3,12.32,101.4
61,1.2,2.2,12.82,220
67,2.8,3,,30
78,2,3.8,14.08,100
71,4.6,4.4,9.02,89
69,3.4,2.8,13.21,306
71,5.3,4.3,11.96,45.6
50,4.9,3.2,,10
60,6,3.3,12.66,425
91,6.6,4.7,,30
92,10.4,7.5,2.3,52
93,8.6,5.5,1.6,394
93,6.9,6.4,,658
81,7.7,7.9,17.25,67.6
79,7.7,6.8,,30
87,6.6,6.3,13.31,478
80,9.6,8.4,8.45,89.6
79,9.2,6.2,7.87,406
77,-2,5.2,2.54,159.6
80,-1,4.8,8.89,60
90,-2.8,3.2,7.99,662
69,-0.1,4.8,18.37,56.5
60,-2.2,3.4,,10
72,-1.4,3.6,17.84,681.25
79,1.6,4.7,16.75,68.2
77,1,3.2,,10
59,5.2,4.8,12.32,20
74,2.2,3.6,,533.25
86,4.4,3.5,13.62,200
81,4.4,4.6,14.89,382
79,7.3,7,11.32,115
78,7.6,5.5,12.32,119.25
60,8,8,11.33,40
67,6.3,6.7,14.74,184.15
73,7,6.8,15.56,34.2
73,6.1,5.1,,20
74,6.7,7,12.05,40
65,7.2,5.3,,170.85
97,7.6,6.8,,567
87,8.5,9.8,10.44,67.8
74,5.4,6.8,,20
81,9.6,9.9,9.14,20
80,7.6,8.1,15.18,372
79,5.2,8.7,18.06,56.5
82,5.2,6.7,16.41,412.5
86,6.4,8.2,1.73,10
90,5.7,5.9,3.37,152.95
85,7.4,8.5,10.65,89.6
85,6.8,6.6,,434
,,,21.9,44.8
,,,,172
78,5.6,7.8,15.1,22.6
70,6.2,6.7,,738.5
58,5.8,8.4,15.99,50
66,3.7,6.8,,457.35
68,1.1,5.5,18.86,470.25
58,4.5,7,16.67,36
64,3.1,5.3,20.45,458.5
92,4.8,7,3.72,12.3
74,5.7,6.2,,790
60,8.3,7.2,,6
89,8.8,8.5,4,47
81,7.9,7.1,9.31,116.35
79,5.9,7.1,,10
85,6.5,7.2,2.8,963.5
50,5.7,7.6,17.82,60
56,4.3,6.1,21.33,284
63,5.6,6.4,20.36,432
48,5.6,8.3,24.61,200
54,9.1,8.8,15.18,28
56,5.8,7.2,17.68,300
63,4.2,6.3,21.18,636
50,5.3,7.7,17.84,70
62,3.1,6.5,,768
77,6.7,7.1,,634
68,9.4,9.8,18.01,35
62,10.1,9.6,,172
62,9.1,8.9,,580
42,9.7,9.7,18.1,10
59,8.1,8.5,,398
75,11.8,9.1,,60
64,13,9.7,,798
43,11.6,11.8,18.47,20
77,7.1,9.8,,308
72,8.5,10,,1238
69,11.4,12.3,18.7,10
65,12,10.7,20.42,200
81,14.3,11.6,,688
87,11.1,12.2,,70
53,6.8,9.5,13.53,236
74,10.8,12.5,17.42,40
61,10.2,11.2,,784
62,9.7,10.9,21.58,1042
50,9.9,11.1,,25
53,11.1,12.8,14.71,10
66,9.5,11.6,,690
67,7.7,10.3,,1158
59,8.1,11.7,24.75,44.8
35,11.9,12.5,19.4,30
66,7.9,10.3,,874
60,7.2,9.9,,710
46,9.5,11.8,19,70
63,7.6,9.7,,808
70,9.5,10.7,21.44,812
39,12.2,13.3,18.96,10
60,8.9,11,24.59,162
58,7.6,10.7,,4
66,7.6,10.3,21.6,734
67,9.8,12.2,4.81,30
68,9.9,11.6,,1000
70,7.4,10.8,,16
76,7.5,10.2,10.95,1002
70,7.4,11.4,24.01,170
60,9.4,11.1,19.71,128
54,9.8,10.6,,848
62,9.7,11.8,27.14,30
59,10.4,11.2,,860
56,10.9,12.7,16.04,20
57,10.4,11.1,,550
46,13.4,12.7,,4
45,14.2,15.4,22.16,680
56,14,12.3,24.59,840
76,13.1,12.9,,12
91,11.7,12.9,2.26,10
76,14.5,13.8,16.94,98
76,11.8,14.4,,23
,,,,870
81,11.3,13.2,16.68,360
83,10.4,12.2,,752
57,9.5,12.9,27.93,300
60,8.8,11.9,,1160
43,8.7,11.5,23.4,30
53,7,10.6,,806
49,8.9,10.9,,12
47,9.4,11.2,,884
57,8.7,11,,510
66,12.5,12.9,26.43,120
60,12.7,12.3,,20
62,12.7,11.7,24.34,422
53,10.9,13.9,28.33,310
41,13.1,14.4,22.44,60
62,10.5,12.6,,766
71,11.2,12.9,26.73,1174
60,12.3,14.8,28.46,150
51,13.9,15.2,22.73,10
54,13.3,13.4,26.86,590
70,15.4,15.5,26.73,68.4
79,20.3,18.1,19.45,415.6
83,19,17.8,17.31,20
73,21.1,16.7,24.93,1260
80,19.3,18.4,11.14,783.6
,,,,2062
85,18.5,18.8,23.16,1227.3
78,20.5,18.9,22.12,40
83,17.4,18.5,21.85,2010
84,17,18.5,15.29,536.9
90,11.4,15.4,,10
91,13.9,15.7,,1582
68,20.7,19.6,29.65,558.3
77,18.6,19.2,23.38,10
64,19.3,17,,1018
57,17.6,19.6,28.89,320
50,19.2,17.2,,638
69,16.4,18.5,23.07,330
47,17.8,17.6,,8
45,19.5,18.6,,30
74,16.2,17.5,16.52,60
58,18.6,17.3,,100
93,16.6,18.5,5.94,1000
92,16.4,16.9,2.94,1776
71,18,18.4,27.78,829.7
73,17.2,17.6,,1678
70,15.8,19.2,26.95,483
76,15.4,18.1,25.17,2572
69,13.9,18.3,30.31,484.3
62,14.7,16.4,,8
57,16.1,18.3,24.25,100
61,14.4,17.3,,1578
62,16.8,18.3,8.24,1065.8
50,19.5,18.4,,388
90,17.2,18.2,3.31,596.9
93,17,18.2,1.42,10
88,17.7,17.7,,1052
90,18.1,18.9,18.77,924.9
93,15.1,16.5,,28
91,17.1,17.8,,1566
87,17.6,20.2,17.87,690
79,18.8,18.7,,30
91,17,19.6,3.05,24
79,19.8,20.3,,42
87,12.9,17.9,7.12,1849
83,14.1,17.4,,2246
79,14.5,17.6,27.25,1449.9
57,14.5,17.2,,6
70,17,18.4,20.91,90
71,14.5,18.1,,196
78,16.6,18.5,28.48,1694.4
72,17.2,18.6,,160
70,17.5,19.4,28.61,1045.7
75,16.8,19.8,21.4,130
,,,,1460
73,19.2,19.5,,16
80,17.5,19.9,28.68,1531
74,19.5,20.7,,1804
85,17.6,19.7,18.01,4095.7
74,19.6,20.1,12.78,110
85,16.7,19.8,,1626
78,17.5,19.8,17.6,3385.5
81,18.1,20.3,,1340
66,18.9,20.5,27.8,2129.8
58,20.4,21.4,22.41,210
72,18.4,20.9,27.33,1556
81,16.3,20.5,27.12,1215.4
74,17.8,19.6,13.38,150
77,17.8,20.9,27.9,547
68,20.3,21.3,27.36,2155.1
66,20,21.9,20.96,140
70,20.5,21.9,,828
65,20,21.4,18.11,1767.6
71,21.3,22.1,21.6,1384
75,19.9,21.7,27.27,3635.7
52,22.4,24.3,29.04,60
61,19.6,22.5,,24
75,18.9,22.3,,6
64,21.7,21.8,23.64,60
74,20.1,22.6,,1139
67,19.2,21.3,25.32,2492.3
54,20,22.9,19.92,10
70,16.6,19.2,,40.4
70,19.5,20.5,,1090
79,21.2,22.1,15.54,2401.9
84,21.4,21.8,,160
84,20.9,21.3,7.82,130
75,23,22.6,,1112
75,24,24,28.52,3240.2
76,21.2,23.5,,95
76,24.6,24.3,,1457
85,22.6,24.5,25.15,6019.4
63,24.9,26,24.16,30
83,21.3,23.4,,128
69,21.7,24.8,,-4
78,24.1,23.7,18.79,80
,,,,982
84,22.6,24.7,21.74,4318.5
65,23.1,26,,96.5
82,22.1,24,17.42,58
81,22.9,24.8,,1406
69,23.2,25.5,29.34,3549.2
64,24.5,26.6,28.58,135
74,23.4,26.9,,178
72,24,25.1,,180
65,23.2,23.8,,8
62,22.5,24.1,23.54,200
67,24.9,25.1,,1123
69,24.3,25.8,28.6,3101.3
58,27,27.6,28.14,20
,,,,136.4
63,26.6,25.8,26.69,2054
82,23.4,26.4,21.11,490
73,23.6,26.8,16.26,263
80,23.8,25.4,18.83,160
74,25.5,25.7,20.89,82
88,24.7,25.9,13.2,2050
68,24.5,28.2,,178
78,25.4,26.4,,40
82,25,25.9,,1794
87,24.7,26.5,20.29,2816.7
67,23.2,26.1,20.14,60
73,22.2,26.1,15.91,352.5
83,23.4,24,9.85,140
84,25,26,16.88,120
89,23.6,25,8.28,1452
93,23.4,25.6,8.47,2826.3
81,24.7,25.3,,20
62,24,27.7,,192.6
74,25.7,25.7,,64
60,25.7,27.7,,10
89,24.9,25.1,,1852
75,22.7,24.7,29.3,1760
64,23.8,26,26.9,105
60,22.6,26.6,,120
65,21.9,27,,350
65,24.1,24.4,23.48,170
77,22.4,24.7,,20
75,22.6,25.2,27.97,3702.2
59,22.6,26.9,33.12,270
68,21.9,27.4,26.3,774.2
71,23.4,25.1,12.19,40
75,22.5,24.9,,8
61,24.8,24.9,23.8,30
75,23.1,25,24.47,1710
82,20.9,24.8,16.04,3613
62,24,28,32.9,188
66,22.8,28,25.47,536.5
74,22.9,24.9,13.55,168
81,21.4,24.4,11.03,220
78,22.3,24.1,13.22,1812
97,17.8,22.8,5.22,2603.2
64,22.3,26.1,17.35,119
73,20.4,25.5,10.88,457
88,20.4,22.9,6.82,2047
84,21.1,23.2,24.82,2746.4
67,22.2,25.2,19.52,310
70,21.8,26.2,22.56,880
72,23.7,24.7,13.57,164
80,22.3,22.9,19.85,140
72,23.2,23.7,25.82,1503.8
82,22.1,24.3,18.12,1070
68,23.6,27.2,32.58,258
73,22.4,27.6,25.04,680
79,23.2,24.3,21.59,448
81,22.9,26,25.25,4894.8
65,24.1,27.4,30.4,110
53,26.7,29.7,,792.5
66,24.4,29.4,,1057.5
76,23,25.6,24.39,120
77,24.8,25.6,,198
70,24.7,25.8,,12
72,23.5,25.9,25.84,2753.3
57,26.1,28.8,,443
73,23.8,28.3,,933.3
73,25.2,25.9,,2271
86,22.4,24.7,6.31,3186.7
87,20.8,24.5,,630.5
86,19.5,22.6,,934
90,22.7,24.2,2.99,50
80,23.8,24.2,,1468
91,21.8,24.2,5.86,2063
98,20.5,23,5.88,304
90,19.6,21.5,4.5,814.9
91,22.4,23.8,4.42,10
92,22,23.4,4.7,822
82,22.8,24.7,23.34,3416.6
84,21.4,23,10.3,1167.3
81,20.9,22.5,16.82,1002.5
86,21.8,22.8,13.57,96
76,24,24.7,23.95,110
84,22.5,23.9,16.83,820
73,23,24.6,,34
84,23.8,25.5,20.33,3533.1
79,22.5,24.4,20.75,380
77,21.7,24.3,19.64,1284
83,23.6,25.1,14.02,90
79,24.3,24.8,18.27,1268
88,21.6,23.6,,27
92,21.1,25,5.43,2802.6
85,22,26.1,11.66,120
82,22.6,24.5,13.86,1739
77,22.6,24.4,10.49,1466.8
84,22.7,23.1,13.59,144
91,21.5,23.9,3.19,100
